n07851443 double_cream
n04599235 woolen
n04599235 woollen
n04254680 soccer_ball
n04224543 sister_ship
n03555217 hypercoaster
n03282295 embassy
n04148579 sconce
n04417672 thatch
n04417672 thatched_roof
n07722052 tabasco
n07722052 red_pepper
n02089973 english_foxhound
n04414675 tesla_coil
n04453037 tooth
n12014355 artemisia_maritima
n04192698 shield
n04192698 buckler
n02096585 boston_terrier
n04467307 trailer
n12940226 lovage
n04180063 sewing_needle
n03457451 greave
n04536153 viol
n07746186 persimmon
n11617878 knobcone_pine
n04133789 sandal
n02234355 american_cockroach
n07820297 rue
n01666228 snapper
n09259219 crater
n04349401 subwoofer
n02025043 turnstone
n04461437 town_hall
n01787835 horseshoe_crab
n01787835 king_crab
n04346328 stupa
n04346328 tope
n03037709 clarinet
n04312916 steering_linkage
n07718472 cucumber
n03859958 outfit
n03859958 getup
n03859958 rig
n03859958 turnout
n03218198 dogsled
n03218198 dog_sled
n04348359 submersible
n03516996 superheterodyne_receiver
n04456115 torch
n11811473 lychnis
n11811473 catchfly
n03202760 diode
n03202760 semiconductor_diode
n04305572 stateroom
n12282737 downy_birch
n12282737 white_birch
n12282737 betula_pubescens
n03706653 magnetic_disk
n03706653 disk
n03706653 disc
n12484784 bogbean
n12484784 bog_myrtle
n04331443 straightedge
n02831894 besom
n03180504 destroyer
n03360731 flatcar
n03360731 flatbed
n03360731 flat
n04117464 rudder
n07854455 quark
n03593222 japan
n01927159 schistosome
n01927159 blood_fluke
n03990474 pot
n12322099 mockernut
n12322099 mockernut_hickory
n04398497 teashop
n04398497 teahouse
n04398497 tearoom
n12882779 foxglove
n12882779 digitalis
n07934282 ice_tea
n07934282 iced_tea
n02676938 acropolis
n04517408 vacation_home
n01610955 falcon
n07749582 lemon
n02900705 briefcase
n07913393 bloody_mary
n04486054 triumphal_arch
n03423224 gas_furnace
n01828096 belted_kingfisher
n11855553 poke
n02548689 toadfish
n02813252 bay_rum
n00442847 dip
n00442847 plunge
n03356858 flange
n03356858 rim
n12726159 golden_willow
n07855510 peanut_butter
n04000592 press_box
n07684517 raisin_bread
n07704054 gruel
n03205669 dirndl
n03073296 colt
n02030837 willet
n04248851 snare
n04248851 gin
n04248851 noose
n02805845 bastinado
n04239333 sliding_window
n04205505 short_sleeve
n07915618 manhattan
n03625943 knitwear
n04967191 green
n04967191 greenness
n03729826 matchstick
n03730655 matrix
n12138444 milo
n01986806 shrimp
n04461696 tow_truck
n04461696 wrecker
n12477401 sisal
n02283617 miller
n12385566 mignonette
n03069752 college
n03429682 gauntlet
n03429682 gantlet
n07846802 whole_milk
n02382635 shetland_pony
n02738449 armband
n04436185 timber
n04324387 stockroom
n04324387 stock_room
n04086663 rheometer
n02138169 palm_civet
n03703862 madras
n02973017 clip
n02973017 magazine
n01531971 redpoll
n02849154 blanket
n02849154 cover
n03883054 panic_button
n01416213 zooid
n12330469 myrtle
n03228533 douche
n03877472 pajama
n03877472 pyjama
n04417361 textile_mill
n13864035 bulb
n13152339 yerba_mansa
n03099274 convenience_store
n07606538 peppermint
n07606538 peppermint_candy
n01563128 warbler
n02088632 bluetick
n01749939 green_mamba
n02108915 french_bulldog
n02860415 bobbin
n02860415 spool
n02860415 reel
n03927299 photostat
n03336839 file
n11839823 mirabilis_jalapa
n01812337 dove
n11614420 ponderosa
n11614420 ponderosa_pine
n11614420 pinus_ponderosa
n02758863 autobahn
n02344175 jird
n13038068 gyromitra_esculenta
n01453475 boarfish
n04058239 rom
n04446162 togs
n04446162 threads
n04446162 duds
n02096177 cairn
n12823859 bindweed
n07936093 sugar_water
n07687789 cornbread
n12935609 hemlock
n12935609 poison_hemlock
n12935609 conium_maculatum
n02357111 red_squirrel
n01858441 swan
n13886260 bell
n13886260 bell_shape
n13886260 campana
n04592356 winepress
n09881358 busboy
n02975994 casein_paint
n02975994 casein
n02281136 large_white
n03063073 coffee_cup
n02764044 axe
n04591517 wind_turbine
n04520784 vane
n02526121 eel
n02761834 car_horn
n02761834 horn
n02761834 hooter
n02962414 car_carrier
n03795269 mouthpiece
n03720665 maquiladora
n00444340 jackknife
n11800236 ginseng
n01731545 whip_snake
n01731545 whip_snake
n01731545 whipsnake
n09990415 dancer
n04306592 stator
n07774295 hickory_nut
n02415829 mouflon
n03401279 fuel_injection
n03983712 popper
n03926148 photographic_equipment
n03789400 movie_film
n03820318 net
n12682411 teasel
n12682411 teasle
n02324045 rabbit
n02324045 coney
n02324045 cony
n04209509 shower_room
n02895154 breastplate
n02895154 aegis
n02895154 egis
n02268853 damselfly
n03931980 picture_rail
n03785237 moquette
n07573103 canned_meat
n03195332 digester
n02955767 cape
n02955767 mantle
n04207151 shoulder
n02327842 snowshoe_hare
n01340935 reovirus
n12092262 pimpernel
n07836077 brown_sauce
n03615406 khaki
n06785654 crossword_puzzle
n06785654 crossword
n04533499 victrola
n02848523 blade
n02848523 vane
n01856072 gosling
n05482922 subarachnoid_space
n04097760 roaster
n01450661 squirrelfish
n03171635 defibrillator
n04373089 switchblade
n01815036 carrier_pigeon
n03011741 checkout
n04448361 token
n07601686 candy_corn
n02461128 tamandua
n03318865 falchion
n11631854 cupressus_arizonica
n03302671 exercise_bike
n13901858 dewdrop
n12356960 galangal
n04574067 wet_suit
n02506947 plantigrade
n13001529 agaricus_campestris
n11979964 jerusalem_artichoke
n04227050 skep
n02931836 caber
n12093600 cyclamen_hederifolium
n11934239 goldilocks
n07560193 fast_food
n03797896 mulch
n01665541 leatherback_turtle
n01665541 leatherback
n02396088 sow
n04436992 time_capsule
n07847047 buttermilk
n03042139 clevis
n03126580 crampon
n01803893 argus
n02118333 fox
n01572489 firebird
n01668892 cooter
n01668892 river_cooter
n03951971 pivot
n03951971 pin
n02110063 malamute
n02110063 malemute
n02110063 alaskan_malamute
n13107891 arbor
n01449980 mollie
n01449980 molly
n04032509 quarterstaff
n03454442 grass_skirt
n12437513 kniphofia
n03141702 crusher
n12098403 plumbago
n03848348 opener
n04142999 scanner
n12074867 bee_orchid
n12074867 ophrys_apifera
n07905979 tequila
n02118176 aardwolf
n01985128 crayfish
n01985128 crawfish
n01985128 crawdad
n01985128 crawdaddy
n04438897 tin
n01565345 wood_warbler
n13025854 saccharomyces_cerevisiae
n02670382 accelerator
n02670382 particle_accelerator
n02670382 atom_smasher
n07807834 macaroni_salad
n03133415 crock
n11646167 monkey_puzzle
n03413124 gibbet
n03736970 mechanical_device
n02957427 capstone
n02957427 stretcher
n01820348 lory
n06278338 cable_television
n06278338 cable
n12582231 palm
n12582231 palm_tree
n01581166 canada_jay
n03911866 pennant
n03911866 pennon
n03911866 streamer
n03911866 waft
n03161450 damper
n03161450 muffler
n03513137 helmet
n01612476 hobby
n04448070 toilet_water
n03233905 drawer
n04459362 towel
n02487547 rhesus
n02487547 rhesus_monkey
n02487547 macaca_mulatta
n02431441 hind
n04125257 safe_deposit
n04125257 deposit_box
n04125257 lockbox
n04103769 roll_on
n07775197 sunflower_seed
n04240752 slipcover
n03169063 decoder
n07927836 bitter_lemon
n07764630 tamarind
n07764630 tamarindo
n08677424 veld
n08677424 veldt
n13137225 syconium
n07732636 popcorn
n01350701 yersinia_pestis
n03796974 muff
n11646955 hoop_pine
n04077734 rescue_equipment
n03517899 high_altar
n13146403 pinot_blanc
n01977485 stone_crab
n01881171 phalanger
n01881171 opossum
n01881171 possum
n00454983 fly_casting
n03607659 kalashnikov
n01541102 pine_grosbeak
n03109881 corner
n03109881 nook
n00454395 fly_fishing
n07567707 meal
n02105505 komondor
n04419642 theremin
n04033995 quilt
n04033995 comforter
n04033995 comfort
n04033995 puff
n01821869 budgerigar
n01821869 budgie
n01821869 lovebird
n04579432 whistle
n12091377 cowslip
n01796519 red_grouse
n12095020 loosestrife
n07679356 bread
n04964001 claret
n04111668 rotor
n04555291 washroom
n02397096 warthog
n03280216 electroscope
n03267696 elastic
n13882201 pentagon
n03497352 hasp
n11774513 frangipani
n09193551 alluvial_plain
n03707372 magnetic_needle
n01604330 raptor
n04095342 rivet
n02867592 bomb_calorimeter
n02867592 bomb
n03064350 coffer
n03457902 greenhouse
n03457902 nursery
n03457902 glasshouse
n09270657 drumlin
n11929743 artemisia_annua
n02351870 jerboa
n12654857 boysenberry
n01479213 eptatretus
n02117135 hyena
n02117135 hyaena
n11682659 gemma
n01555305 scissortail
n02782681 ballot_box
n03584254 ipod
n12501202 tamarind
n12501202 tamarind_tree
n12501202 tamarindo
n07592656 ragout
n04345201 study_hall
n02755529 attack_submarine
n02115096 jackal
n02087314 courser
n03118969 country_house
n04096733 roadbed
n02063662 right_whale
n03452594 grandfather_clock
n03452594 longcase_clock
n01964441 freshwater_mussel
n03758894 microbalance
n04227144 sketch
n04227144 study
n12110236 wild_oat
n03173270 delft
n12973791 rhizopus
n03615563 khakis
n01779629 mite
n11898639 pennycress
n07825972 soy_sauce
n07825972 soy
n03986949 portmanteau
n03986949 gladstone
n12312728 kangaroo_paw
n02309242 instar
n01340522 polyoma
n01340522 polyoma_virus
n12215579 banksia
n01911063 scyphozoan
n03383099 foresail
n04307767 staysail
n04487081 trolleybus
n04487081 trackless_trolley
n01830479 wood_hoopoe
n02202678 punkie
n02202678 punky
n02202678 biting_midge
n03770954 mink
n03770954 mink_coat
n02213788 yellow_jacket
n04099175 rocket
n04099175 rocket_engine
n12905135 lycium_barbarum
n07767847 pear
n03448590 gorget
n01997119 cyclops
n01997119 water_flea
n01955084 chiton
n04080138 resonator
n04144241 scarf
n02847461 blackjack
n02847461 cosh
n02847461 sap
n03751458 mess_kit
n09409512 ridge
n02869837 bonnet
n04164757 second_hand
n13139647 husk
n03809211 nard
n03809211 spikenard
n01858780 cob
n03079136 compact
n03079136 compact_car
n04446276 toilet
n04446276 lavatory
n04446276 lav
n04446276 john
n04446276 privy
n04446276 bathroom
n02448318 ratel
n02448318 honey_badger
n02587618 schoolmaster
n03179701 desk
n02563949 spotted_sunfish
n07575984 supper
n03429771 gauntlet
n03429771 gantlet
n07767549 black_olive
n03697007 lumbermill
n03697007 sawmill
n04506895 ultrasuede
n13205058 nephrolepis_exaltata
n02332156 house_mouse
n02332156 mus_musculus
n02514041 barracouta
n02514041 snoek
n02119634 kit_fox
n09270735 dune
n09270735 sand_dune
n12524188 blackwood
n03364008 flip_flop
n03364008 thong
n09208496 asterism
n02897389 brewpub
n03286572 endoscope
n03717447 manhole
n03614782 keyhole
n11632619 mediterranean_cypress
n11632619 cupressus_sempervirens
n03656484 lens
n03656484 lense
n03656484 lens_system
n03325584 boa
n04130257 salad_bowl
n04267577 spar
n12639376 beach_plum
n02195526 horsefly
n02195526 clegg
n02195526 horse_fly
n09288635 geyser
n03436990 gig
n07898895 tokay
n12566954 kudzu
n02697022 alidade
n12015959 goldenrod
n10564098 screen_actor
n10564098 movie_actor
n02936402 caftan
n02936402 kaftan
n03094503 container
n01439514 carp
n12159555 marrow
n03520493 hijab
n01734418 king_snake
n01734418 kingsnake
n03659292 lever
n07896893 muscadet
n03711711 mainframe
n03711711 mainframe_computer
n07871810 meat_loaf
n07871810 meatloaf
n12273515 turkey_oak
n03273551 electric_organ
n03273551 electronic_organ
n03273551 hammond_organ
n03273551 organ
n04065789 recycling_bin
n02895328 breast_pocket
n04046277 raglan
n12461466 scilla
n12461466 squill
n01848648 widgeon
n01848648 wigeon
n01411450 chlorella
n12771192 persimmon
n07928998 sarsaparilla
n12651611 pear
n12651611 pear_tree
n12651611 pyrus_communis
n07903208 brandy
n12144580 corn
n01746359 coral_snake
n04307419 stay
n12732966 eastern_cottonwood
n11876204 savoy_cabbage
n07592481 beef_stew
n02396427 wild_boar
n02396427 boar
n02396427 sus_scrofa
n04074185 reliquary
n02295064 noctuid_moth
n02295064 noctuid
n02295064 owlet_moth
n01538630 snow_bunting
n01538630 snowbird
n01538630 snowflake
n03257586 duplicator
n03257586 copier
n07875086 loblolly
n02983507 caterpillar
n02983507 cat
n03891538 parlor
n03891538 parlour
n07687053 wafer
n03583419 ion_engine
n03047941 cloister
n12180885 lacebark
n12180885 ribbonwood
n04255670 soda_fountain
n12662772 coffee
n12662772 coffee_tree
n09229709 bubble
n07584423 borsch
n07584423 borscht
n07584423 borsht
n07609840 dessert
n07609840 sweet
n07609840 afters
n03347617 fire_tower
n03186818 dial
n03186818 telephone_dial
n02771750 backsword
n12270946 quercus_chrysolepis
n12639584 prunus_domestica
n04533594 vicuna
n03476991 hair_spray
n02857477 boarding_house
n02857477 boardinghouse
n13095013 partial_veil
n12388143 heartsease
n02530999 allis
n01520576 kiwi
n02535163 blackfish
n02537085 trout
n02760099 automat
n11690455 petal
n11690455 flower_petal
n06276501 radiotelephone
n06276501 radiotelephony
n06276501 wireless_telephone
n02982599 catch
n07620689 maraschino
n07620689 maraschino_cherry
n04503269 twill
n04503269 twill_weave
n04116098 rubber_band
n04116098 elastic_band
n04116098 elastic
n04393549 tapestry
n04393549 tapis
n02150482 vampire_bat
n07871436 meatball
n03555662 hypodermic_syringe
n03555662 hypodermic
n03555662 hypo
n01693175 sand_lizard
n03676087 lip_gloss
n01813948 turtledove
n03695857 luger
n03695616 lug
n02738741 armet
n04112752 rouge
n04112752 paint
n12332555 feijoa
n03350204 fishbowl
n03350204 fish_bowl
n02768433 backbone
n02909706 buckboard
n04968895 blue
n07588947 stew
n04422727 thermos
n15092227 vitamin_d
n15092227 ergocalciferol
n15092227 cholecalciferol
n02445394 sea_otter
n04392985 tape_player
n02114855 coyote
n02114855 canis_latrans
n12332030 pitanga
n11730015 blue_jasmine
n03294833 eraser
n02380745 bronco
n02380745 bronc
n02380745 broncho
n03638883 landing_gear
n03396580 friary
n04113765 round_arch
n03927539 photostat
n07906111 vodka
n02850732 blender
n13049953 polypore
n03532342 hook
n02692232 airport
n02692232 airdrome
n02692232 aerodrome
n02692232 drome
n04229737 ski_lodge
n01543383 whydah
n04564278 wattmeter
n03326795 felt
n09403734 range
n09403734 mountain_range
n09403734 chain
n09403734 mountain_chain
n02667576 abbey
n02962200 carburetor
n02962200 carburettor
n03171356 defensive_structure
n03171356 defense
n03171356 defence
n03134394 crookes_tube
n02786198 bandanna
n02786198 bandana
n02551134 halfbeak
n01592084 chickadee
n03431243 gear
n03431243 gear_mechanism
n04410565 tenpin
n01687665 agamid
n01687665 agamid_lizard
n02108551 tibetan_mastiff
n03938244 pillow
n03522990 hitching_post
n03469832 gunnery
n02762169 autopilot
n02762169 automatic_pilot
n07808587 coleslaw
n07808587 slaw
n02579303 kingfish
n01531512 siskin
n12552893 restharrow
n01875313 common_opossum
n12224978 casuarina
n03643737 laser_printer
n03615790 khukuri
n03263076 eaves
n12554526 locoweed
n12711398 rangpur
n03128427 crazy_quilt
n03496612 harrow
n04387932 tampax
n02389779 burro
n00449168 speed_skating
n03901974 pawnshop
n03901974 loan_office
n03057021 coat
n04158956 sea_chest
n03896233 passenger_train
n03878963 palisade
n02584145 cardinal_tetra
n12550210 mucuna
n12299640 salvadora_persica
n02037110 oystercatcher
n00479887 squash
n00479887 squash_racquets
n00479887 squash_rackets
n03878294 palanquin
n01623706 scops_owl
n04078574 reservoir
n01405616 ascophyllum_nodosum
n10227266 junior
n04083309 reticule
n03140126 crucible
n03140126 melting_pot
n04974859 ultramarine
n12159804 zucchini
n12159804 courgette
n03364599 float
n03764276 military_vehicle
n02512053 fish
n02013706 limpkin
n01813088 wood_pigeon
n03822361 newsroom
n02992211 cello
n02992211 violoncello
n01534433 junco
n01534433 snowbird
n03873416 paddle
n02870880 bookcase
n12103894 shortgrass
n11736694 nigella
n01573240 eastern_meadowlark
n02011281 broadbill
n09384106 pallasite
n01448951 topminnow
n01448951 poeciliid
n03228967 dovetail
n03228967 dovetail_joint
n04138261 satin
n11623105 cedar
n11623105 cedar_tree
n02793199 bark
n02793199 barque
n01667778 terrapin
n07745661 saskatoon
n07745661 serviceberry
n07903643 calvados
n03628071 kohl
n03015149 chesterfield
n12998815 agaric
n03332393 field_artillery
n03332393 field_gun
n07758680 grape
n07902799 aquavit
n07902799 akvavit
n12905412 christmas_berry
n03678879 live_axle
n03678879 driving_axle
n01524359 passerine
n02954340 cap
n04097373 roadster
n04097373 runabout
n03629231 kurta
n07586604 pea_soup
n12733428 black_cottonwood
n01661091 reptile
n01661091 reptilian
n07815956 white_pepper
n02861022 bobsled
n02861022 bobsleigh
n03476313 hairpin
n02317335 starfish
n02317335 sea_star
n01855672 goose
n07887461 bock
n07887461 bock_beer
n03929091 piccolo
n03262809 easel
n02643566 lionfish
n04072193 regulator
n11963932 brittlebush
n04516214 urn
n12735160 sandalwood_tree
n12735160 santalum_album
n04402746 telephone_system
n04402746 phone_system
n02686121 airbus
n02247655 superbug
n02247655 bemisia_tabaci
n11832480 beetroot
n02963302 card_index
n02963302 card_catalog
n02963302 card_catalogue
n03041632 cleaver
n03041632 meat_cleaver
n03041632 chopper
n03664159 life_support
n03268918 electrical_cable
n04605163 worsted
n02622955 hairtail
n02920259 bunk_bed
n02920259 bunk
n04066476 redoubt
n03010473 chassis
n03997875 praetorium
n03894677 parts_bin
n07906718 bourbon
n01749244 rinkhals
n02420828 gerenuk
n07621264 nonpareil
n02492948 saki
n07954211 book
n07954211 rule_book
n02200509 wiggler
n02200509 wriggler
n02379430 walking_horse
n07873057 marrow
n07873057 bone_marrow
n12649317 japanese_cherry
n02980441 castle
n07741804 winesap
n02056728 emperor_penguin
n07877675 steak_tartare
n03061050 cocked_hat
n04183329 shaker
n00480885 battledore
n04381073 tablespoon
n02132580 grizzly
n02132580 grizzly_bear
n02132580 silvertip
n02517442 catfish
n12317296 ironwood
n02217563 chalcid
n02217563 chalcid_wasp
n02052204 white_pelican
n07564515 macrobiotic_diet
n07827130 juniper_berries
n03212406 distaff
n02425887 sable_antelope
n12249542 lingonberry
n04517823 vacuum
n04517823 vacuum_cleaner
n04400737 telegraph_key
n02696246 alembic
n01592694 tomtit
n04951071 graining
n00454237 angling
n07933154 tea_bag
n01380754 pneumococcus
n02786736 bandoneon
n03598515 jig
n02992032 cellblock
n02992032 ward
n03152951 cutaway
n01979874 blue_crab
n01979874 callinectes_sapidus
n04301760 standard_transmission
n04301760 stick_shift
n08659331 coalface
n12370174 mammee
n12370174 mamey
n03037108 clamshell
n03037108 grapple
n01318478 migrator
n02884994 box_camera
n12496949 logwood
n12002428 butterbur
n03209910 diskette
n03209910 floppy
n03209910 floppy_disk
n12621945 cherokee_rose
n03541269 hospital_ship
n07875560 roulade
n07639069 doughnut
n07639069 donut
n07639069 sinker
n02908951 brussels_lace
n11821184 ice_plant
n07556406 comfort_food
n02324431 rabbit_ears
n12059625 disa
n02577164 runner
n11962272 coneflower
n07863374 pasta
n09214916 barrier_reef
n03365374 flood
n03365374 floodlight
n07876189 sauerkraut
n04124098 saddlebag
n03723153 marquee
n03723153 marquise
n07886057 home_brew
n07886057 homebrew
n04596492 witness_box
n04596492 witness_stand
n13912260 tree
n13912260 tree_diagram
n07588193 wonton
n03746155 menorah
n04261767 sounder
n03660562 liberty_ship
n04593524 wing_tip
n03309687 eyeshadow
n03801353 music_box
n03801353 musical_box
n03237340 dresser
n02954163 canvas
n02954163 canvass
n04587559 windmill
n04072960 relay
n11625632 white_spruce
n02432704 blacktail_deer
n02432704 blacktail
n03861430 outrigger_canoe
n01557185 thrush
n03863657 overcoat
n07905474 schnapps
n07905474 schnaps
n04368365 swagger_stick
n02300554 bombyx_mori
n11876803 broccoli
n03596543 jetliner
n03006788 chantry
n02727825 apparatus
n02727825 setup
n03686470 loft
n03566730 inclinometer
n00466273 professional_golf
n02045369 auk
n09230041 burrow
n09230041 tunnel
n04146050 school
n04146050 schoolhouse
n03033362 circuit
n03033362 electrical_circuit
n03033362 electric_circuit
n04422409 fusion_reactor
n04212165 shuttle_bus
n02410900 wisent
n02410900 aurochs
n04239436 sling
n12220496 silver_tree
n02746978 art_school
n15102894 knothole
n12110085 avena_sativa
n11807979 pink
n02153203 game_bird
n02106854 police_dog
n02728440 apparel
n02728440 dress
n02728440 clothes
n02542958 argentine
n04302988 stanley_steamer
n03082807 compressor
n03973839 pocket_watch
n03718581 manor_hall
n03718581 hall
n03963483 playbox
n03146687 cullis
n04069276 reflector
n11972759 cudweed
n02957008 capote
n02727016 aperture
n01573627 cacique
n03851341 optical_device
n04137897 satellite_television
n04137897 satellite_tv
n04533946 videodisc
n04533946 dvd
n06278475 hdtv
n02043808 skimmer
n02796995 barroom
n02796995 bar
n02796995 saloon
n02796995 taproom
n03126090 cramp
n12755727 japanese_maple
n02919890 bungee
n02919890 bungee_cord
n01820052 lovebird
n02801938 basket
n03935883 pilaster
n03008976 charger
n03008976 battery_charger
n03204134 dipole
n03204134 dipole_antenna
n09376786 oceanfront
n04414909 tessera
n07854614 ricotta
n00006484 cell
n01500854 devil_ray
n14844693 soil
n14844693 dirt
n07910970 kahlua
n03817647 negligee
n03817647 wrapper
n04284341 spoon
n07584938 bouillon
n04455250 topmast
n02793930 barnyard
n02991048 cell
n07927070 negus
n03850245 operating_room
n03850245 operating_theater
n03850245 operating_theatre
n03850245 surgery
n02820556 bedford_cord
n03316105 facsimile
n03316105 facsimile_machine
n03316105 fax
n02821202 bedpan
n03260504 dynamo
n02741475 armrest
n11664418 ginkgo
n11664418 gingko
n11664418 ginkgo_biloba
n07754451 breadfruit
n01597336 tanager
n12063639 helleborine
n02184589 head_louse
n01737021 water_snake
n01682714 anole
n04150371 scow
n03106722 cord
n03106722 corduroy
n03471030 gusher
n07914413 daiquiri
n03979377 polyester
n02097298 scottish_terrier
n02097298 scottie
n03284308 empty
n02059852 giant_petrel
n10153594 gymnast
n02152740 predator
n07848936 ghee
n03006626 chanter
n04300643 stanchion
n03724538 five_iron
n03333129 glass
n03333129 spyglass
n09251407 comet
n01544704 honeycreeper
n01544704 hawaiian_honeycreeper
n13902048 ridge
n02760658 automatic
n07924747 grapefruit_juice
n02113799 standard_poodle
n13060190 jelly_fungus
n02807616 bathrobe
n02153109 big_game
n12043836 butterfly_orchid
n03220237 dolmen
n03220237 cromlech
n03220237 portal_tomb
n02898585 bridal_gown
n02898585 wedding_gown
n02898585 wedding_dress
n04017807 pt_boat
n12946849 dogwood
n12946849 cornel
n12008252 coneflower
n03900194 patrol_boat
n03900194 patrol_ship
n04415663 test_rocket
n03087521 condenser
n01560793 stonechat
n02598878 queenfish
n02640626 white_sturgeon
n03614007 keyboard
n04013176 proscenium
n02198859 horsefly
n03966976 pliers
n12729729 red_willow
n01565078 whitethroat
n12333771 guava
n10366966 nurse
n03033267 circlet
n12982468 pythium
n03846100 olive_drab
n02298218 fall_armyworm
n12400720 jackfruit
n12400720 jackfruit_tree
n12618727 eelgrass
n12618727 zostera_marina
n02866106 bolt
n02071294 killer_whale
n02071294 killer
n02071294 orca
n02071294 grampus
n02071294 sea_wolf
n02071294 orcinus_orca
n03455642 gravimeter
n11656123 huon_pine
n07853648 gouda
n07853648 gouda_cheese
n03502777 header
n04052346 ramrod
n02404028 maverick
n02891788 brass
n02891788 brass_instrument
n03215191 dive_bomber
n03454707 grate
n03454707 grating
n02039171 courser
n03456299 grease_gun
n03456299 gun
n03600475 jodhpur
n03902220 pc_board
n02012185 least_bittern
n12575322 vetch
n03494706 harness
n13090871 aril
n02783459 ball_valve
n04557522 water_bed
n04104770 romper
n07854266 muenster
n02774152 bag
n02774152 handbag
n02774152 pocketbook
n02774152 purse
n01487506 sand_tiger
n01487506 sand_shark
n12079963 pogonia
n04350905 suit
n04312154 steelyard
n04290259 spur
n04290259 gad
n12711596 lemon
n12711596 lemon_tree
n03708843 magnetometer
n01831360 tody
n02068974 dolphin
n04234887 slate_roof
n04308084 stealth_aircraft
n01824344 ani
n04081281 restaurant
n04081281 eating_place
n04081281 eatery
n02471762 hominid
n11636204 japanese_cedar
n11636204 sugi
n04126852 safety_lamp
n03349771 first_base
n03441112 glove
n03776997 mock_up
n12320414 water_hickory
n02077658 fur_seal
n07814790 fennel
n07920872 mocha
n02208498 killer_bee
n04351699 suiting
n11823436 tumbleweed
n04309548 steamer
n04232800 skylight
n04232800 fanlight
n07722485 spring_onion
n07722485 scallion
n02046759 guillemot
n15062057 stucco
n11625391 engelmann_spruce
n02418770 goral
n02900459 bridle_path
n02955540 caparison
n02955540 trapping
n02955540 housing
n11939491 daisy
n04127395 guardrail
n00454493 troll
n00454493 trolling
n02688443 airfoil
n02688443 aerofoil
n02688443 control_surface
n02688443 surface
n04599124 woofer
n10382710 organ_grinder
n07735294 scorzonera
n07735294 black_salsify
n03148808 cupola
n02814338 beach_house
n02014237 seriema
n02375302 roan
n12642200 sweet_cherry
n02792409 bareboat
n03585438 irons
n03585438 chains
n02176439 click_beetle
n02176439 skipjack
n01603600 waxwing
n02944459 camouflage
n02756854 audio_amplifier
n02776205 bait
n02776205 decoy
n02776205 lure
n02846733 black_box
n14942411 lodestone
n14942411 loadstone
n09300905 hail
n04251791 snowboard
n12733218 black_cottonwood
n07712267 yam
n00480993 basketball
n00480993 basketball_game
n00480993 hoops
n12363301 dillenia
n12278650 cork_oak
n12278650 quercus_suber
n11894327 radish
n04252077 snowmobile
n07579575 entree
n07579575 main_course
n12073991 odontoglossum
n09218494 belay
n04211356 shutter
n03930630 pickup
n03930630 pickup_truck
n02705944 amplifier
n12237855 kalmia_polifolia
n02549989 needlefish
n02549989 gar
n02549989 billfish
n08640531 resort
n08640531 resort_hotel
n08640531 holiday_resort
n13043926 puffball
n04571566 weir
n07736087 rutabaga
n07736087 swede
n03109150 corkscrew
n06359193 web_site
n06359193 website
n06359193 internet_site
n06359193 site
n07753980 granadilla
n01517565 ratite
n01517565 flightless_bird
n07595914 powdered_sugar
n12926039 hevea_brasiliensis
n12620546 hip
n12620546 rose_hip
n12620546 rosehip
n12743352 longan
n07730406 celery
n07898247 soave
n07586894 minestrone
n07586894 vegetable_soup
n07743544 blueberry
n04488202 trophy_case
n03846431 olympian_zeus
n02109811 sled_dog
n01938454 hirudo_medicinalis
n03418618 gargoyle
n03413684 gambrel
n03413684 gambrel_roof
n04149374 scooter
n02539894 round_whitefish
n07883031 filling
n03696301 luggage_rack
n03696301 roof_rack
n04367746 swab
n13066129 smut
n13066129 smut_fungus
n09877951 buddy
n09877951 brother
n09877951 chum
n09877951 crony
n09877951 pal
n09877951 sidekick
n04210288 shrimper
n07819166 mint
n13104059 tree
n02113335 poodle
n02984469 catheter
n12774641 sapodilla
n12072722 masdevallia
n02688273 air_filter
n02688273 air_cleaner
n07752109 sloe
n02831595 bermuda_shorts
n12812478 sea_holly
n02382039 cayuse
n02907391 bar
n02694045 aisle
n03147280 culvert
n04141076 sax
n04141076 saxophone
n02852360 blister_pack
n07848196 whipping_cream
n03078287 communication_system
n04194289 ship
n04399537 tee
n02878107 bottling_plant
n11714382 nutmeg
n11714382 myristica_fragrans
n04171629 semiautomatic_pistol
n04171629 semiautomatic
n12321873 shagbark
n12321873 shagbark_hickory
n12321873 shellbark
n12321873 shellbark_hickory
n04284438 spork
n11851258 nopal
n03602081 jolly_boat
n03602081 jolly
n03508101 heater
n03508101 warmer
n12059314 dendrobium
n04221076 silverpoint
n02662993 brill
n03766508 millinery
n03766508 hat_shop
n04083649 retort
n04614655 ziggurat
n07935288 hyson
n02687423 aircraft_engine
n12407079 wych_elm
n03105214 coquille
n12495895 honey_locust
n12495895 gleditsia_triacanthos
n07882497 concoction
n07882497 mixture
n02111500 great_pyrenees
n03145277 cuddy
n03035252 circus_tent
n03035252 big_top
n03035252 round_top
n03035252 top
n07721195 pimento
n07721195 pimiento
n03002711 chaise_longue
n03002711 chaise
n03002711 daybed
n03344642 firebrick
n03079616 companionway
n03863262 overall
n03863262 boilersuit
n12753573 red_maple
n02676566 acoustic_guitar
n02264363 lacewing
n07849619 raita
n02735538 arctic
n02735538 rubber
n02735538 gumshoe
n03137579 crosspiece
